offense,defense,play_text,penalty_type,penalty_yards
Austin Peay,Middle Tennessee,"(03:44) No Huddle-Shotgun Parson,Chris rush right for 15 yards gain to the APSU45 (Hughes,Parker) PENALTY APSU Holding (Ba,Saidou) 10 yards from APSU30 to APSU20. NO PLAY.",Holding,15.0
Middle Tennessee,Austin Peay,"Baylen Woodman kickoff for 65 yds for a touchback Austin Peay Penalty, (12 Yards)",Other / Unclassified,12.0
North Carolina,TCU,"North Carolina Penalty, Delay of Game (-5 Yards) to the TCU 28",Delay of Game,5.0
TCU,North Carolina,"Hoover, Josh pass complete to Dwyer, Jordan for 11 yards to the TCU38, PENALTY TCU pass interference (Rogers, DJ) 13 yards to the TCU14, NO PLAY.",Pass Interference,11.0
Middle Tennessee,Austin Peay,"(00:57) No Huddle-Shotgun Vattiato,Nicholas rush left for 1 yard gain to the APSU24 (Hood,Davion) PENALTY APSU Offside (Cox Jr.,TJ) 5 yards from APSU25 to APSU20. NO PLAY.",Offside,1.0
Middle Tennessee,Austin Peay,"(00:51) No Huddle-Shotgun Vattiato,Nicholas pass incomplete short left to Cox,Nahzae thrown to APSU01, 1ST DOWN, PENALTY APSU Pass Interference (Ellis Jr.,Ellis) 15 yards from APSU20 to APSU05, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Austin Peay,Middle Tennessee,"(13:09) No Huddle-Shotgun Parson,Chris pass incomplete deep left to Robinson,Jaden thrown to MTSU15 PENALTY MTSU Pass Interference (Ferrell,Trevon) 15 yards from APSU50 to MTSU35, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Austin Peay,Middle Tennessee,"Chris Parson run for 6 yds to the APSU 26 for a 1ST down Middle Tennessee Penalty, (15 Yards) to the APSU 41 for a 1ST down",Other / Unclassified,15.0
Middle Tennessee,Austin Peay,"(07:07) PENALTY MTSU False Start (Guevara,Mateo) 5 yards from MTSU42 to MTSU37. NO PLAY.",False Start,5.0
Middle Tennessee,Austin Peay,"(04:15) No Huddle-Shotgun Vattiato,Nicholas pass incomplete short left to Carter,Gamarion thrown to APSU30 PENALTY APSU Roughing The Passer (Sandifer,Al) 15 yards from APSU42 to APSU27, 1ST DOWN. NO PLAY.",Roughing the Passer,15.0
Austin Peay,Middle Tennessee,PENALTY APSU Delay Of Game 5 yards from MTSU44 to MTSU49. NO PLAY.,Delay of Game,5.0
Austin Peay,Middle Tennessee,"(13:42) No Huddle-Shotgun Smith,Austin rush left for 4 yards gain to the MTSU00 TOUCHDOWN nullified by penalty, clock 13:39 PENALTY APSU Holding (Hilliard,Nick) 10 yards from MTSU04 to MTSU14. NO PLAY.",Holding,4.0
Middle Tennessee,Austin Peay,"Middle Tennessee Penalty, (-15 Yards) to the MTSU 25",Other / Unclassified,15.0
North Alabama,Western Kentucky,"Jalyn Daniels run for 6 yds to the WKU 47 for a 1ST down Western Kentucky Penalty, Face Mask (15 yards) (Kent Robinson) to the WKU 38 for a 1ST down",Face Mask,15.0
North Carolina,TCU,"North Carolina Penalty, False Start (Eidan Buchanan) to the UNC 30",False Start,
TCU,North Carolina,"Hoover, Josh pass incomplete to Dwyer, Jordan, PENALTY UNC pass interference (Allen, Marcus) 15 yards to the UNC44, NO PLAY, 1ST DOWN TCU.",Pass Interference,15.0
North Alabama,Western Kentucky,"(04:31) No Huddle-Shotgun Patu,Ari pass incomplete deep left to Scott,Tanaka thrown to WKU43 PENALTY WKU Pass Interference (Robinson,Kent) 15 yards from UNA34 to UNA49, 1ST DOWN. NO PLAY.",Pass Interference,15.0
North Alabama,Western Kentucky,"(02:44) No Huddle-Shotgun Patu,Ari pass complete short left to Pegues,Justin caught at WKU09, for 8 yards to the WKU06 (Mack,Jaavan) PENALTY UNA Pass Interference (Fields,KJ) 15 yards from WKU14 to WKU29. NO PLAY.",Pass Interference,8.0
North Alabama,Western Kentucky,"(13:14) No Huddle-Shotgun Patu,Ari pass complete short left to Pegues,Justin caught at WKU48, for 4 yards to the WKU44 (Malotumau,Mackavelli; Eugene Jr.,Jai) PENALTY UNA Holding 10 yards from WKU48 to UNA42. NO PLAY.",Holding,4.0
North Alabama,Western Kentucky,"Adam Watford punt for 53 yds, punt out-of-bounds at the WKU 28 , Jairus Mack returns for 10 yds to the WKU 44 North Alabama Penalty, Illegal Formation (Justin Pegues) to the WKU 28",Illegal Formation,
North Alabama,Western Kentucky,"Western Kentucky Penalty, Personal Foul (15 Yards) to the UNA 40 for a 1ST down",Personal Foul,15.0
Western Kentucky,North Alabama,"PENALTY WKU Ineligible Downfield on Pass (Collins Jr.,Melvin) 5 yards from UNA27 to UNA32. NO PLAY.",Other / Unclassified,5.0
TCU,North Carolina,"Hoover, Josh pass incomplete to Dwyer, Jordan, PENALTY TCU pass interference (Dwyer, Jordan) 15 yards to the UNC28, NO PLAY.",Pass Interference,15.0
TCU,North Carolina,"TCU Penalty, False Start (Ryan Hughes) to the UNC 15",False Start,
TCU,North Carolina,"TCU Penalty, Unsportsmanlike Conduct (Bud Clark) to the TCU 20",Unsportsmanlike Conduct,
North Alabama,Western Kentucky,"(09:27) No Huddle-Shotgun Patu,Ari pass complete short left to Pegues,Justin caught at UNA48, for 4 yards to the UNA49 (Emery,Jalen) PENALTY UNA Pass Interference (Fields,KJ) 15 yards from UNA45 to UNA30. NO PLAY.",Pass Interference,4.0
Western Kentucky,North Alabama,"PENALTY WKU False Start (Jackson,Marshall) 5 yards from UNA23 to UNA28. NO PLAY.",False Start,5.0
North Alabama,Western Kentucky,"(12:53) No Huddle-Shotgun Wade,Destin pass incomplete deep left to Scott,Tanaka thrown to WKU37 PENALTY WKU Pass Interference (Flowers,Dylan) 15 yards from UNA35 to UNA50, 1ST DOWN. NO PLAY.",Pass Interference,15.0
North Alabama,Western Kentucky,"Western Kentucky Penalty, Roughing The Passer (Robby Harrison) to the WKU 30 for a 1ST down",Roughing the Passer,
Western Kentucky,North Alabama,"(08:21) No Huddle-Shotgun Tisdale Jr.,Rodney pass incomplete short left to Walker,Jaleel thrown to UNA10 PENALTY UNA Pass Interference (Jordan,Michael) 15 yards from UNA29 to UNA14, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Western Kentucky,North Alabama,"(07:55) No Huddle-Shotgun Hampton,Jalen rush left for 3 yards gain to the UNA09 (Glover,Leo) PENALTY WKU Holding (West,Jackson) 10 yards from UNA12 to UNA22. NO PLAY.",Holding,3.0
Western Kentucky,North Alabama,"(07:31) No Huddle-Shotgun Tisdale Jr.,Rodney pass incomplete short left to Walker,Jaleel thrown to UNA09 PENALTY WKU Holding (Collins Jr.,Melvin) 10 yards from UNA22 to UNA32. NO PLAY.",Holding,10.0
Western Kentucky,North Alabama,"PENALTY WKU False Start (Jackson,Jemeil) 5 yards from UNA32 to UNA37. NO PLAY.",False Start,5.0
West Georgia,Samford,"(11:04) No Huddle-Shotgun Wydner,Davin pass incomplete short middle to Dupree,Owen thrown to SAM00 PENALTY SAM Roughing The Passer offsetting UWG Ineligible Downfield on Pass offsetting SAM Pass Interference offsetting. NO PLAY.",Pass Interference,
Western Kentucky,North Alabama,"(04:13) No Huddle-Shotgun Tisdale Jr.,Rodney pass incomplete deep left to Walker,Jaleel thrown to UNA47 PENALTY UNA Offside (Colbert,E.J.) 5 yards from WKU23 to WKU28. NO PLAY.",Offside,5.0
Western Kentucky,North Alabama,"North Alabama Penalty, Roughing The Passer (Bishop Burkhalter) to the UNA 46 for a 1ST down",Roughing the Passer,
Western Kentucky,North Alabama,"(01:11) Shotgun Hampton,Jalen rush right for 11 yards gain to the UNA08 (Glover,Leo; Ingram,Jyheam) PENALTY WKU Holding (Collins Jr.,Melvin) 10 yards from UNA19 to UNA29. NO PLAY.",Holding,11.0
Western Kentucky,North Alabama,"(04:58) No Huddle-Shotgun McGill,Jaden rush middle for 12 yards gain to the WKU42 (Glover,Leo; Young,Anthony) PENALTY WKU Holding (Collins Jr.,Melvin) 10 yards from WKU30 to WKU20. NO PLAY.",Holding,12.0
Western Kentucky,North Alabama,"North Alabama Penalty, unsportsmanlike conduct (Demarcious Robinson) to the UNA 15",Unsportsmanlike Conduct,
Western Kentucky,North Alabama,"North Alabama Penalty, unsportsmanlike conduct (Demarcious Robinson) to the UNA 15",Unsportsmanlike Conduct,
Arkansas State,Southeast Missouri State,"Arkansas State Penalty, false start (Chauncy Cobb) to the SEMO 34",False Start,
Arkansas State,Southeast Missouri State,"Jaylen Raynor pass complete to Chauncy Cobb for 45 yds to the SEMO 30 for a 1ST down Southeast Missouri State Penalty, Defensive holding (Justus Johnson) to the SEMO 30 for a 1ST down",Holding,
Arkansas State,Southeast Missouri State,"Arkansas State Penalty, false start (Reed Linder) to the ARST 37",False Start,
Arkansas State,Southeast Missouri State,"Jackson Waller punt for 43 yds Southeast Missouri State Penalty, Offensive holding (Anthony Westervelt) to the SEMO 10",Holding,
Arkansas State,Southeast Missouri State,"Jaylen Raynor pass incomplete to Hunter Summers, broken up by Adrian Patterson for a 1ST down Southeast Missouri State Penalty, Defensive pass interference (Adrian Patterson) to the SEMO 4 for a 1ST down",Pass Interference,
Southeast Missouri State,Arkansas State,"Jax Leatherwood pass incomplete to Donnie Cheers for a 1ST down Arkansas State Penalty, Defensive pass interference (Trenton Alan Yowe) to the SEMO 48 for a 1ST down",Pass Interference,
Southeast Missouri State,Arkansas State,"Payton Brown run for no gain to the SEMO 48 Southeast Missouri State Penalty, Offensive holding (Wilbert Phillips) to the SEMO 38",Holding,
Arkansas State,Southeast Missouri State,"Jaylen Raynor pass incomplete to Hunter Summers, broken up by Justus Johnson for a 1ST down Southeast Missouri State Penalty, Defensive pass interference (Justus Johnson) to the SEMO 2 for a 1ST down",Pass Interference,
Southeast Missouri State,Arkansas State,"Southeast Missouri State Penalty, false start (Rashad Turner) to the SEMO 4",False Start,
Arkansas State,Southeast Missouri State,"Arkansas State Penalty, false start (Hunter Summers) to the SEMO 8",False Start,
Arkansas State,Southeast Missouri State,"Jaylen Raynor pass incomplete to Corey Rucker, broken up by Justus Johnson for a 1ST down Southeast Missouri State Penalty, Defensive pass interference (Justus Johnson) to the SEMO 14 for a 1ST down",Pass Interference,
Arkansas State,Southeast Missouri State,"Ja'Quez Cross run for no gain to the ARST 45 Arkansas State Penalty, Offensive holding (Tristian Smith) to the ARST 35",Holding,
Arkansas State,Southeast Missouri State,"Southeast Missouri State Penalty, off-side (Robert Dover) to the ARST 34",Other / Unclassified,
Arkansas State,Southeast Missouri State,"Josh Flowers run for 5 yds to the ARST 36 Arkansas State Penalty, personal foul (Cedric Hawkins) to the ARST 21",Personal Foul,
Southeast Missouri State,Arkansas State,"Jax Leatherwood pass complete to Kam Robinson for 6 yds to the ARST 46 for a 1ST down Arkansas State Penalty, personal foul (Braden Jackson) to the ARST 31 for a 1ST down",Personal Foul,
Arkansas State,Southeast Missouri State,"Jackson Waller punt for 52 yds , Kam Robinson returns for 2 yds Southeast Missouri State Penalty, Offensive holding (Temidayo Odugbemi) to the SEMO 12",Holding,
Illinois State,Oklahoma,PENALTY ISU Delay Of Game 5 yards from ISU16 to ISU11. NO PLAY.,Delay of Game,5.0
West Georgia,Samford,"Simon Zeidan kickoff for 65 yds , C.J. Evans return for 16 yds to the SAM 49 West Georgia Penalty, Illegal Block (TreShawn Moore) to the SAM 0",Other / Unclassified,
Samford,West Georgia,"No Huddle-Shotgun Evans,CJ rush middle for 7 yards gain to the SAM42 (Moore,TreShawn) PENALTY SAM Holding (Douthit,Tyler) 10 yards from SAM35 to SAM25. NO PLAY.",Holding,7.0
West Georgia,Samford,"(12:27) No Huddle-Shotgun Wydner,Davin pass complete short right to Dickerson,Bryce caught at UWG30, for 5 yards to the UWG31 (Young,Lashon) PENALTY UWG Pass Interference (Prince,Jamarcus) 13 yards from UWG26 to UWG13. NO PLAY.",Pass Interference,5.0
Illinois State,Oklahoma,"PENALTY ISU False Start (Dawson,Victor) 5 yards from OU37 to OU42. NO PLAY.",False Start,5.0
Oklahoma,Illinois State,"PENALTY OU False Start (Lewis,Keontez) 5 yards from ISU02 to ISU07. NO PLAY.",False Start,5.0
Illinois State,Oklahoma,"Shotgun Rittenhouse,Tommy pass complete short left to Sobkowicz,Daniel caught at ISU46, for 4 yards to the ISU46 (Guillory,Courtland) PENALTY OU Holding (Guillory,Courtland) 3 yards from ISU42 to ISU45, 1ST DOWN. NO PLAY.",Holding,4.0
Oklahoma,Illinois State,"PENALTY OU False Start (Howland,Logan) 5 yards from ISU19 to ISU24. NO PLAY.",False Start,5.0
West Georgia,Samford,"(07:32) PENALTY UWG False Start (Maluia,Alofaletauia) 5 yards from UWG42 to UWG37. NO PLAY.",False Start,5.0
Oklahoma,Illinois State,"No Huddle-Shotgun Blaylock,Tory rush right for 10 yards gain to the OU27 (Brown,Lashavion; Kaplan,Mason) PENALTY OU Holding (Kanak,Jaren) 7 yards from OU17 to OU10. NO PLAY.",Holding,10.0
Oklahoma,Illinois State,"No Huddle-Shotgun Mateer,John pass incomplete deep middle to Sategna III,Isaiah thrown to ISU03 broken up by Coleman,Jordan PENALTY OU Holding offsetting ISU Pass Interference offsetting. NO PLAY.",Holding,
Oklahoma,Illinois State,"No Huddle-Shotgun Mateer,John rush middle for 2 yards gain to the ISU46 (Nkuba II,Shadwel) PENALTY OU Illegal Formation 5 yards from ISU48 to OU47. NO PLAY.",Illegal Formation,2.0
Oklahoma,Illinois State,"John Mateer pass complete to Keontez Lewis for 19 yds to the ILST 48 for a 1ST down Illinois State Penalty, Defensive Pass Interference (Kaevion Mack) declined for a 1ST down",Pass Interference,
Oklahoma,Illinois State,"John Mateer pass complete to Will Huggins for 15 yds to the OU 46 for a 1ST down Illinois State Penalty, Defensive Offside (Jamarcus Smith) declined for a 1ST down",Offside,
West Georgia,Samford,"(11:18) PENALTY UWG False Start (Balliew,Brody) 5 yards from UWG22 to UWG17. NO PLAY.",False Start,5.0
Samford,West Georgia,"PENALTY SAM False Start (Davidson,Web) 5 yards from UWG33 to UWG38. NO PLAY.",False Start,5.0
Samford,West Georgia,"No Huddle-Shotgun Crittendon,Quincy pass incomplete deep middle to Ward,Torrey thrown to UWG00 QB hurried by Moore,TreShawn PENALTY UWG Holding (Magloire,Kyeaure) 10 yards from UWG22 to UWG12, 1ST DOWN. NO PLAY.",Holding,10.0
West Georgia,Samford,"No Huddle-Shotgun Wydner,Davin pass incomplete short right to Newson,Devion thrown to SAM40 PENALTY SAM Holding (Perkins,Nahil) 7 yards from UWG49 to SAM44, 1ST DOWN. NO PLAY.",Holding,7.0
West Georgia,Samford,"(03:03) PENALTY UWG Delay Of Game (Wydner,Davin) 5 yards from SAM21 to SAM26. NO PLAY.",Delay of Game,5.0
UAlbany,Iowa,"(14:26) No Huddle-Shotgun Woodell,Griffin rush right for 2 yards gain to the Iowa34 (Hurkett,Ethan; Llewellyn,Max) PENALTY UA Illegal Formation 5 yards from Iowa36 to Iowa41. NO PLAY.",Illegal Formation,2.0
UAlbany,Iowa,"PENALTY UA False Start (Burti,Caden) 5 yards from Iowa04 to Iowa09. NO PLAY.",False Start,5.0
UAlbany,Iowa,"(05:31) No Huddle-Shotgun Shields,Jack pass incomplete deep middle to Barron,Jasiah thrown to Iowa20 PENALTY UA Illegal Formation 5 yards from UA 36 to UA 31. NO PLAY.",Illegal Formation,5.0
Iowa,UAlbany,"UAlbany Penalty, Defensive Offside (Ron Holmes) declined",Offside,
Samford,West Georgia,"(11:46) PENALTY SAM Delay Of Game (Crittendon,Quincy) 5 yards from SAM34 to SAM29. NO PLAY.",Delay of Game,5.0
Iowa,UAlbany,"(07:36) Shotgun Gronowski,Mark pass complete short left to Parker,KJ caught at UA 10, for 4 yards to the UA 10 (Harris,Khian'Dre) PENALTY Iowa Ineligible Downfield on Pass (Dunker,Gennings) 5 yards from UA 14 to UA 19. NO PLAY.",Other / Unclassified,4.0
UAlbany,Iowa,"(12:47) No Huddle-Shotgun Shields,Jack pass incomplete deep left to Jreige,Alex thrown to UA 49 PENALTY Iowa Pass Interference (Harrell,Jaden) 15 yards from UA 26 to UA 41, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Iowa,UAlbany,"Hank Brown run for 1 yd for a TD UAlbany Penalty, Defensive Offside (Balansama Kamara) declined (Drew Stevens KICK)",Offside,
Morgan State,South Alabama,"Morgan State Penalty, Intentional Grounding (Anthony Ngansi) to the MORG 38",Other / Unclassified,
South Alabama,Morgan State,"PENALTY USA False Start (Wiggins,Amaury) 5 yards from USA27 to USA22. NO PLAY.",False Start,5.0
West Georgia,Samford,"No Huddle-Shotgun Wydner,Davin pass incomplete short right to Dupree,Owen thrown to SAM30 PENALTY SAM Holding (Perkins,Nahil) 11 yard from SAM42 to SAM31, 1ST DOWN. NO PLAY.",Holding,11.0
South Alabama,Morgan State,"(07:27) Pulkkinen,Aleksi punt 53 yards to the MSU25 fair catch by Leatherbury,Malique at MSU25 PENALTY USA Illegal Formation 5 yards from USA22 to USA17. NO PLAY.",Illegal Formation,53.0
Morgan State,South Alabama,"Jason Collins Jr. run for 6 yds to the MORG 34 Morgan State Penalty, Offensive Holding (Joseph Kennerly Jr.) to the MORG 24",Holding,
Morgan State,South Alabama,"Kobe Muasau run for 4 yds to the MORG 45 Morgan State Penalty, Waller,Emmanuel at MSU45, End Of Play PENALTY Holding (Arturo Mattocks) declined",Holding,
South Alabama,Morgan State,"PENALTY USA False Start (Hubbard,Ethan) 5 yards from MSU16 to MSU21. NO PLAY.",False Start,5.0
Morgan State,South Alabama,"(04:50) PENALTY MSU False Start (Lowe,Matt) 5 yards from USA19 to USA24. NO PLAY.",False Start,5.0
Morgan State,South Alabama,"South Alabama Penalty, Roughing The Passer (Darius McKenzie) to the USA 3 for a 1ST down",Roughing the Passer,
Morgan State,South Alabama,"(09:37) No Huddle-Shotgun Collins Jr.,Jason rush right for 9 yards gain to the USA00 TOUCHDOWN nullified by penalty, clock 09:30 PENALTY MSU Holding (Thomas,Tyler) 10 yards from USA09 to USA19. NO PLAY.",Holding,9.0
Morgan State,South Alabama,"PENALTY MSU False Start (Leatherbury,Malique) 5 yards from USA08 to USA13. NO PLAY.",False Start,5.0
Morgan State,South Alabama,"(08:46) No Huddle-Shotgun Muasau,Kobe pass incomplete short left to Nyivih,Ferdinand thrown to USA00 PENALTY USA Pass Interference (McKenzie,Darius) 11 yard from USA13 to USA02, 1ST DOWN. NO PLAY.",Pass Interference,11.0
Samford,West Georgia,"PENALTY UWG UNR: Unnecessary Roughness (Huntley,Mason) 15 yards from UWG34 to UWG19, 1ST DOWN. NO PLAY.",Other / Unclassified,15.0
South Alabama,Morgan State,"Kentrel Bullock run for 1 yd for a TD Morgan State Penalty, Defensive Offside (Arturo Mattocks) declined (Hamilton DiBoyan KICK)",Offside,
Morgan State,South Alabama,"(00:37) No Huddle-Shotgun Muasau,Kobe pass incomplete deep right to Nyivih,Ferdinand thrown to MSU47 PENALTY MSU Ineligible Downfield on Pass (Thomas,Tyler) 5 yards from MSU25 to MSU20. NO PLAY.",Other / Unclassified,5.0
South Alabama,Morgan State,"Morgan State Penalty, Targeting (6 Yards) to the MORG 6 for a 1ST down",Targeting,6.0
South Alabama,Morgan State,"No Huddle-Shotgun Martin,PJ rush left for 5 yards gain to the MSU01 (Hunter,Erick) PENALTY USA Holding (Voisin,Devin) 10 yards from MSU06 to MSU16. NO PLAY.",Holding,5.0
Morgan State,South Alabama,"PENALTY MSU False Start (Nyivih,Ferdinand) 5 yards from USA24 to USA29. NO PLAY.",False Start,5.0
South Alabama,Morgan State,PENALTY USA Delay Of Game 5 yards from MSU33 to MSU38. NO PLAY.,Delay of Game,5.0
Morgan State,South Alabama,"PENALTY MSU Delay Of Game (Messenger,Shane) 5 yards from MSU13 to MSU08. NO PLAY.",Delay of Game,5.0
Morgan State,South Alabama,"Jason Collins Jr. run for 7 yds to the MORG 25 Morgan State Penalty, Offensive Holding (Malachi Bryant) to the MORG 15",Holding,
Samford,West Georgia,"PENALTY SAM False Start (Darnell,Ben) 5 yards from UWG38 to UWG43. NO PLAY.",False Start,5.0
Morgan State,South Alabama,"Randall Nauden run for 7 yds for a TD Morgan State Penalty, UNR: Unnecessary Roughness (Daniel Casillas Jr.) to the USA 0 (Sahr Gbundema KICK)",Other / Unclassified,
South Alabama,Morgan State,"PENALTY USA Delay Of Game (Hollins,Jared) 5 yards from USA20 to USA15. NO PLAY.",Delay of Game,5.0
Troy,Nicholls,"(11:13) PENALTY TROY False Start (Langlo,Garner) 5 yards from TROY46 to TROY41. NO PLAY.",False Start,5.0
Nicholls,Troy,"(07:30) Shotgun Hogan,Deuce pass incomplete deep left to LeBlanc,Cohen thrown to TROY34 PENALTY TROY Pass Interference (White,Jaquez) 15 yards from NIC35 to NIC50, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Nicholls,Troy,"(07:21) Brock Jr.,Miequle rush right for 0 yards to the NIC50 (Cattledge,Steven) PENALTY NIC Holding (Bernard,Ryan) 10 yards from NIC50 to NIC40. NO PLAY.",Holding,
Troy,Nicholls,"(00:37) Shotgun Crowder,Goose rush middle for 6 yards gain to the TROY47 (Shaheen,Hayden) PENALTY TROY Personal Foul (Bowling,Paul) 15 yards from TROY41 to TROY26. NO PLAY.",Personal Foul,6.0
